tour,as_of_date,elo_rank,player,age,elo,unnamed_4,helo_rank,helo,celo_rank,celo,gelo_rank,gelo,unnamed_11,peak_elo,peak_month,unnamed_14,atp_rank,log_diff
ATP,2026-01-12,1,Jannik Sinner,24.2,2293.2,,1.0,2245.2,2.0,2153.9,2.0,2075.0,,2329.6,2025-01,,2.0,-0.69
ATP,2026-01-12,2,Carlos Alcaraz,22.5,2272.8,,2.0,2188.9,1.0,2216.6,1.0,2139.7,,2296.4,2025-09,,1.0,0.69
ATP,2026-01-12,3,Novak Djokovic,38.4,2089.9,,3.0,2041.6,3.0,1997.4,3.0,1950.2,,2463.2,2016-05,,4.0,-0.29
ATP,2026-01-12,4,Alexander Zverev,28.6,2038.6,,4.0,1994.3,4.0,1991.9,6.0,1874.2,,2176.5,2022-01,,3.0,0.29
ATP,2026-01-12,5,Alex De Minaur,26.8,2004.3,,6.0,1953.7,10.0,1899.3,9.0,1838.1,,2053.1,2024-06,,6.0,-0.18
ATP,2026-01-12,6,Daniil Medvedev,29.9,1994.0,,5.0,1960.5,8.0,1911.7,5.0,1876.1,,2201.2,2022-01,,12.0,-0.69
ATP,2026-01-12,7,Taylor Fritz,28.1,1990.8,,8.0,1931.1,11.0,1877.9,4.0,1919.5,,2070.2,2025-09,,9.0,-0.25
ATP,2026-01-12,8,Felix Auger Aliassime,25.3,1978.8,,7.0,1944.8,12.0,1860.3,10.0,1790.7,,2062.7,2022-10,,7.0,0.13
ATP,2026-01-12,9,Lorenzo Musetti,23.8,1973.8,,11.0,1895.9,5.0,1981.3,8.0,1852.9,,2050.5,2025-05,,5.0,0.59
ATP,2026-01-12,10,Alexander Bublik,28.5,1973.4,,14.0,1885.2,9.0,1910.7,7.0,1855.7,,1976.5,2025-10,,10.0,0.0
ATP,2026-01-12,11,Casper Ruud,27.0,1950.5,,15.0,1884.2,6.0,1947.3,41.0,1698.5,,2071.9,2022-05,,13.0,-0.17
ATP,2026-01-12,12,Ben Shelton,23.0,1947.5,,10.0,1899.3,16.0,1840.0,13.0,1789.3,,2024.4,2025-08,,8.0,0.41
ATP,2026-01-12,13,Jack Draper,23.6,1932.4,,13.0,1890.1,22.0,1816.6,19.0,1753.5,,2103.8,2025-04,,11.0,0.17
ATP,2026-01-12,14,Joao Fonseca,19.1,1931.9,,9.0,1910.2,23.0,1810.3,37.0,1707.2,,1992.5,2025-03,,30.0,-0.76
ATP,2026-01-12,15,Learner Tien,20.0,1926.9,,12.0,1890.5,121.0,1615.8,38.0,1705.7,,1952.3,2026-01,,27.0,-0.59
ATP,2026-01-12,16,Jiri Lehecka,24.1,1916.3,,16.0,1865.4,26.0,1795.0,11.0,1790.6,,1989.9,2025-10,,19.0,-0.17
ATP,2026-01-12,17,Alejandro Davidovich Fokina,26.5,1905.5,,18.0,1856.9,20.0,1822.0,25.0,1730.5,,1934.8,2025-07,,15.0,0.13
ATP,2026-01-12,18,Sebastian Korda,25.5,1886.2,,19.0,1843.3,32.0,1766.2,14.0,1775.3,,2020.7,2023-01,,51.0,-1.04
ATP,2026-01-12,19,Stefanos Tsitsipas,27.3,1886.0,,20.0,1839.0,7.0,1914.4,31.0,1717.0,,2145.1,2021-05,,33.0,-0.55
ATP,2026-01-12,20,Andrey Rublev,28.2,1882.2,,21.0,1838.8,13.0,1849.3,12.0,1790.5,,2122.1,2021-04,,14.0,0.36
ATP,2026-01-12,21,Karen Khachanov,29.6,1878.5,,25.0,1819.6,17.0,1835.2,16.0,1767.4,,2029.5,2018-10,,17.0,0.21
ATP,2026-01-12,22,Hubert Hurkacz,28.8,1875.8,,28.0,1815.7,27.0,1783.6,18.0,1754.8,,2022.5,2024-06,,53.0,-0.88
ATP,2026-01-12,23,Francisco Cerundolo,27.2,1875.4,,22.0,1832.3,14.0,1846.0,59.0,1659.9,,1961.6,2025-04,,20.0,0.14
ATP,2026-01-12,24,Arthur Fils,21.1,1872.6,,34.0,1795.5,15.0,1842.4,28.0,1722.4,,1985.3,2025-04,,42.0,-0.56
ATP,2026-01-12,25,Ugo Humbert,27.5,1869.2,,17.0,1861.6,42.0,1732.4,30.0,1720.7,,2017.7,2024-03,,36.0,-0.36
ATP,2026-01-12,26,Grigor Dimitrov,34.6,1854.7,,27.0,1817.8,36.0,1755.1,39.0,1701.6,,2111.5,2014-08,,45.0,-0.55
ATP,2026-01-12,27,Jakub Mensik,20.3,1854.2,,23.0,1824.2,35.0,1757.6,44.0,1688.4,,1968.7,2025-04,,18.0,0.41
ATP,2026-01-12,28,Flavio Cobolli,23.6,1853.5,,38.0,1781.9,21.0,1818.6,23.0,1739.0,,1895.6,2025-07,,22.0,0.24
ATP,2026-01-12,29,Matteo Berrettini,29.5,1852.4,,30.0,1801.5,18.0,1830.7,20.0,1749.5,,2065.7,2022-07,,56.0,-0.66
ATP,2026-01-12,30,Cameron Norrie,30.3,1850.5,,35.0,1791.1,19.0,1826.0,21.0,1746.0,,2028.6,2022-08,,28.0,0.07
ATP,2026-01-12,31,Tommy Paul,28.6,1848.9,,39.0,1780.7,24.0,1807.5,29.0,1721.8,,2028.8,2025-05,,21.0,0.39
ATP,2026-01-12,32,Gael Monfils,39.0,1848.2,,24.0,1823.1,62.0,1713.0,53.0,1674.2,,2087.1,2016-10,,110.0,-1.23
ATP,2026-01-12,33,Corentin Moutet,26.5,1844.1,,40.0,1775.7,34.0,1765.0,24.0,1738.3,,1881.9,2025-10,,34.0,-0.03
ATP,2026-01-12,34,Brandon Nakashima,24.4,1843.9,,31.0,1799.8,38.0,1735.5,22.0,1744.3,,1909.5,2024-09,,29.0,0.16
ATP,2026-01-12,35,Valentin Vacherot,27.1,1840.4,,26.0,1819.0,66.0,1709.5,117.0,1574.2,,1867.2,2025-10,,32.0,0.09
ATP,2026-01-12,36,Raphael Collignon,23.9,1833.2,,29.0,1806.2,67.0,1709.4,82.0,1614.1,,1851.1,2026-01,,72.0,-0.69
ATP,2026-01-12,37,Zizou Bergs,26.5,1828.6,,33.0,1795.8,70.0,1705.0,50.0,1677.6,,1859.2,2025-03,,43.0,-0.15
ATP,2026-01-12,38,Tallon Griekspoor,29.4,1827.4,,45.0,1766.5,29.0,1775.4,15.0,1770.8,,1951.8,2025-06,,25.0,0.42
ATP,2026-01-12,39,Arthur Rinderknech,30.4,1826.2,,41.0,1775.7,41.0,1733.3,43.0,1693.3,,1871.8,2025-10,,26.0,0.41
ATP,2026-01-12,40,Frances Tiafoe,27.9,1818.4,,42.0,1775.4,30.0,1774.3,34.0,1710.0,,1974.0,2023-06,,31.0,0.25
ATP,2026-01-12,41,Alexander Blockx,20.7,1818.2,,36.0,1789.0,102.0,1645.5,62.0,1654.1,,1818.2,2026-01,,95.0,-0.84
ATP,2026-01-12,42,Jenson Brooksby,25.0,1817.6,,47.0,1762.2,39.0,1735.0,32.0,1716.2,,2005.3,2022-03,,48.0,-0.13
ATP,2026-01-12,43,Gabriel Diallo,24.2,1815.2,,55.0,1741.2,40.0,1733.6,33.0,1712.8,,1889.2,2025-06,,41.0,0.05
ATP,2026-01-12,44,Denis Shapovalov,26.7,1812.8,,32.0,1795.9,55.0,1721.6,64.0,1651.9,,1983.2,2020-01,,23.0,0.65
ATP,2026-01-12,45,Tomas Machac,25.2,1809.2,,37.0,1786.6,61.0,1714.6,51.0,1677.5,,1972.7,2025-04,,35.0,0.25
ATP,2026-01-12,46,Holger Rune,22.4,1806.9,,43.0,1774.5,28.0,1778.7,56.0,1663.4,,2082.0,2023-05,,16.0,1.06
ATP,2026-01-12,47,Alex Michelsen,21.3,1805.8,,46.0,1764.0,98.0,1652.7,40.0,1700.5,,1904.8,2025-01,,37.0,0.24
ATP,2026-01-12,48,Rafael Jodar,19.3,1799.4,,44.0,1769.6,129.0,1610.3,96.0,1599.7,,1824.9,2026-01,,150.0,-1.14
ATP,2026-01-12,49,Jaume Munar,28.6,1797.4,,53.0,1741.6,48.0,1726.7,70.0,1633.5,,1830.4,2025-10,,38.0,0.25
ATP,2026-01-12,50,Marton Fucsovics,33.9,1793.3,,54.0,1741.5,49.0,1726.4,27.0,1728.4,,1924.2,2021-03,,55.0,-0.1
ATP,2026-01-12,51,Marin Cilic,37.2,1791.2,,51.0,1742.4,65.0,1711.4,17.0,1766.4,,2100.4,2010-02,,70.0,-0.32
ATP,2026-01-12,52,Roberto Bautista Agut,37.3,1790.9,,65.0,1724.8,44.0,1730.8,26.0,1729.5,,2033.8,2016-02,,90.0,-0.55
ATP,2026-01-12,53,Arthur Cazaux,23.3,1786.9,,62.0,1731.1,72.0,1699.8,61.0,1655.7,,1811.9,2025-10,,67.0,-0.23
ATP,2026-01-12,54,Alexei Popyrin,26.4,1784.9,,61.0,1731.6,31.0,1766.5,69.0,1636.6,,1902.2,2024-10,,49.0,0.1
ATP,2026-01-12,55,Nuno Borges,28.8,1784.8,,48.0,1757.1,51.0,1722.9,77.0,1626.8,,1843.6,2025-03,,46.0,0.18
ATP,2026-01-12,56,Yibing Wu,26.2,1784.5,,49.0,1755.0,109.0,1637.1,113.0,1578.8,,1882.9,2023-03,,168.0,-1.1
ATP,2026-01-12,57,Tomas Martin Etcheverry,26.4,1783.8,,50.0,1745.7,52.0,1722.6,121.0,1571.3,,1871.7,2023-05,,61.0,-0.07
ATP,2026-01-12,58,Fabian Marozsan,26.2,1783.6,,59.0,1731.8,43.0,1731.9,104.0,1593.0,,1867.2,2024-04,,52.0,0.11
ATP,2026-01-12,59,Kamil Majchrzak,29.9,1783.0,,52.0,1741.7,47.0,1726.8,52.0,1677.1,,1813.1,2025-10,,58.0,0.02
ATP,2026-01-12,60,Marcos Giron,32.4,1781.7,,58.0,1732.5,93.0,1662.5,36.0,1707.7,,1874.1,2025-03,,60.0,0.0
ATP,2026-01-12,61,Lorenzo Sonego,30.6,1778.3,,57.0,1733.9,78.0,1691.2,48.0,1680.1,,1895.3,2021-05,,40.0,0.42
ATP,2026-01-12,62,Alejandro Tabilo,28.5,1776.4,,64.0,1726.6,46.0,1727.7,45.0,1686.6,,1895.7,2024-07,,81.0,-0.27
ATP,2026-01-12,63,Matteo Arnaldi,24.8,1775.6,,60.0,1731.7,33.0,1765.4,107.0,1589.1,,1902.9,2024-06,,65.0,-0.03
ATP,2026-01-12,64,Jordan Thompson,31.7,1774.5,,56.0,1735.7,132.0,1605.7,35.0,1709.7,,1891.2,2024-12,,111.0,-0.55
ATP,2026-01-12,65,Giovanni Mpetshi Perricard,22.4,1770.4,,67.0,1723.4,79.0,1690.7,55.0,1667.5,,1862.8,2024-12,,63.0,0.03
ATP,2026-01-12,66,Jan Lennard Struff,35.6,1761.6,,76.0,1701.7,60.0,1717.2,63.0,1654.1,,1935.1,2024-07,,84.0,-0.24
ATP,2026-01-12,67,Reilly Opelka,28.3,1761.2,,66.0,1724.7,82.0,1687.7,67.0,1640.7,,1927.5,2022-04,,62.0,0.08
ATP,2026-01-12,68,Luciano Darderi,23.7,1760.9,,142.0,1592.9,25.0,1795.9,111.0,1581.6,,1857.0,2024-06,,24.0,1.04
ATP,2026-01-12,69,Juncheng Shang,20.9,1759.0,,70.0,1712.0,100.0,1646.8,60.0,1657.4,,1895.7,2024-09,,311.0,-1.51
ATP,2026-01-12,70,Yannick Hanfmann,34.1,1759.0,,75.0,1701.9,59.0,1717.3,73.0,1631.8,,1843.4,2023-06,,101.0,-0.37
ATP,2026-01-12,71,Benjamin Bonzi,29.5,1752.5,,68.0,1718.5,123.0,1614.0,65.0,1645.4,,1835.8,2022-06,,106.0,-0.4
ATP,2026-01-12,72,Daniel Altmaier,27.3,1751.3,,80.0,1689.4,53.0,1721.8,125.0,1568.4,,1789.1,2021-08,,44.0,0.49
ATP,2026-01-12,73,Kei Nishikori,36.0,1748.4,,72.0,1707.5,107.0,1638.1,87.0,1608.3,,2194.2,2016-08,,237.0,-1.18
ATP,2026-01-12,74,Pablo Carreno Busta,34.4,1747.2,,63.0,1727.7,68.0,1708.3,122.0,1571.3,,2005.1,2021-08,,92.0,-0.22
ATP,2026-01-12,75,Leandro Riedi,23.5,1746.8,,71.0,1712.0,141.0,1595.9,54.0,1671.2,,1823.3,2023-01,,180.0,-0.88
ATP,2026-01-12,76,Ethan Quinn,21.8,1745.2,,77.0,1698.6,90.0,1669.1,80.0,1620.7,,1803.9,2025-05,,78.0,-0.03
ATP,2026-01-12,77,Alexandre Muller,28.9,1745.2,,86.0,1682.9,45.0,1728.4,131.0,1556.7,,1801.7,2025-05,,50.0,0.43
ATP,2026-01-12,78,Eliot Spizzirri,24.0,1743.5,,73.0,1705.9,161.0,1562.7,91.0,1603.8,,1785.6,2025-11,,89.0,-0.13
ATP,2026-01-12,79,Botic Van De Zandschulp,30.2,1740.9,,74.0,1705.6,83.0,1686.2,105.0,1591.4,,1938.0,2022-09,,75.0,0.05
ATP,2026-01-12,80,Borna Coric,28.7,1740.9,,82.0,1686.4,50.0,1726.3,71.0,1633.5,,2011.6,2019-01,,123.0,-0.43
ATP,2026-01-12,81,Ignacio Buse,21.6,1739.3,,146.0,1588.5,54.0,1721.8,144.0,1543.1,,1834.0,2025-09,,99.0,-0.2
ATP,2026-01-12,82,Miomir Kecmanovic,26.3,1735.8,,81.0,1687.2,81.0,1689.0,74.0,1629.6,,1900.6,2022-04,,59.0,0.33
ATP,2026-01-12,83,Hamad Medjedovic,22.2,1732.9,,83.0,1685.0,71.0,1703.0,97.0,1599.2,,1844.2,2025-04,,96.0,-0.15
ATP,2026-01-12,84,Roman Safiullin,28.0,1731.1,,69.0,1718.1,91.0,1669.1,93.0,1600.8,,1911.3,2024-01,,172.0,-0.72
ATP,2026-01-12,85,David Goffin,34.8,1730.7,,85.0,1683.7,73.0,1696.1,46.0,1682.1,,2048.7,2017-04,,117.0,-0.32
ATP,2026-01-12,86,Valentin Royer,24.6,1727.4,,88.0,1670.2,92.0,1663.9,68.0,1639.5,,1800.2,2025-10,,57.0,0.41
ATP,2026-01-12,87,Francisco Comesana,25.2,1723.5,,96.0,1660.3,76.0,1694.1,116.0,1574.7,,1761.9,2025-08,,68.0,0.25
ATP,2026-01-12,88,Yoshihito Nishioka,30.2,1721.8,,78.0,1695.7,111.0,1634.8,132.0,1556.4,,1884.7,2023-01,,114.0,-0.26
ATP,2026-01-12,89,Cristian Garin,29.6,1720.3,,113.0,1625.5,56.0,1721.5,66.0,1644.0,,1889.6,2019-04,,80.0,0.11
ATP,2026-01-12,90,Dominik Koepfer,30.7,1719.9,,89.0,1669.9,63.0,1712.3,83.0,1613.0,,1822.7,2024-03,,508.0,-1.73
ATP,2026-01-12,91,Michael Zheng,21.9,1719.2,,79.0,1690.6,242.0,1469.6,147.0,1540.2,,1777.3,2025-09,,174.0,-0.65
ATP,2026-01-12,92,Dino Prizmic,20.3,1715.5,,97.0,1655.5,75.0,1695.1,134.0,1553.9,,1783.6,2025-09,,127.0,-0.32
ATP,2026-01-12,93,Jacob Fearnley,24.4,1713.3,,93.0,1664.3,74.0,1696.1,78.0,1625.6,,1910.0,2024-10,,77.0,0.19
ATP,2026-01-12,94,Adrian Mannarino,37.5,1712.8,,87.0,1675.1,192.0,1526.6,47.0,1680.3,,1896.3,2018-01,,69.0,0.31
ATP,2026-01-12,95,Patrick Kypson,26.1,1710.8,,84.0,1685.0,150.0,1585.7,173.0,1517.6,,1732.4,2026-01,,116.0,-0.2
ATP,2026-01-12,96,Zhizhen Zhang,29.2,1710.8,,105.0,1640.2,57.0,1720.1,89.0,1606.4,,1830.9,2024-09,,362.0,-1.33
ATP,2026-01-12,97,Zachary Svajda,22.7,1709.9,,108.0,1635.6,203.0,1516.5,42.0,1697.1,,1769.0,2023-10,,143.0,-0.39
ATP,2026-01-12,98,Laslo Djere,30.5,1708.4,,117.0,1624.3,37.0,1738.8,114.0,1576.8,,1854.6,2023-09,,91.0,0.07
ATP,2026-01-12,99,Jesper De Jong,25.5,1708.1,,100.0,1644.8,69.0,1706.2,153.0,1535.0,,1741.0,2025-10,,73.0,0.3
ATP,2026-01-12,100,Sebastian Baez,25.0,1707.4,,107.0,1638.5,77.0,1692.1,171.0,1520.2,,1941.4,2022-07,,39.0,0.94
ATP,2026-01-12,101,Pablo Llamas Ruiz,22.9,1700.0,,147.0,1586.4,84.0,1678.8,145.0,1541.2,,1733.1,2023-08,,212.0,-0.74
ATP,2026-01-12,102,Camilo Ugo Carabelli,26.5,1699.7,,136.0,1598.6,64.0,1712.0,235.0,1466.5,,1771.9,2025-05,,47.0,0.77
ATP,2026-01-12,103,Nicolas Jarry,30.2,1698.3,,112.0,1628.0,86.0,1675.2,58.0,1660.2,,1903.0,2023-10,,133.0,-0.26
ATP,2026-01-12,104,Mackenzie Mcdonald,30.5,1697.7,,94.0,1663.4,173.0,1545.1,90.0,1605.3,,1847.6,2023-03,,113.0,-0.08
ATP,2026-01-12,105,Stan Wawrinka,40.7,1696.3,,90.0,1666.0,105.0,1643.1,98.0,1599.0,,2145.5,2016-01,,139.0,-0.28
ATP,2026-01-12,106,Mariano Navone,24.8,1696.1,,173.0,1548.7,58.0,1718.0,179.0,1512.8,,1875.9,2024-04,,74.0,0.36
ATP,2026-01-12,107,Terence Atmane,23.9,1693.5,,95.0,1662.1,130.0,1608.8,151.0,1536.7,,1760.2,2025-09,,64.0,0.51
ATP,2026-01-12,108,Roman Andres Burruchaga,23.7,1689.6,,178.0,1538.1,89.0,1671.6,127.0,1560.5,,1701.4,2025-11,,103.0,0.05
ATP,2026-01-12,109,Hugo Gaston,25.2,1688.6,,92.0,1664.9,113.0,1631.4,124.0,1568.5,,1795.1,2021-11,,94.0,0.15
ATP,2026-01-12,110,Damir Dzumhur,33.6,1687.0,,110.0,1632.3,85.0,1676.3,130.0,1556.8,,1895.8,2017-09,,66.0,0.51
ATP,2026-01-12,111,Aleksandar Vukic,29.7,1684.7,,102.0,1643.6,155.0,1570.9,95.0,1600.2,,1773.3,2025-01,,87.0,0.24
ATP,2026-01-12,112,Otto Virtanen,24.4,1684.2,,109.0,1633.4,198.0,1521.6,49.0,1679.6,,1768.8,2024-03,,126.0,-0.12
ATP,2026-01-12,113,Coleman Wong,21.5,1680.8,,103.0,1643.1,233.0,1478.0,150.0,1536.8,,1685.9,2026-01,,132.0,-0.16
ATP,2026-01-12,114,Nikoloz Basilashvili,33.8,1679.0,,104.0,1640.6,124.0,1613.5,76.0,1627.1,,1889.8,2019-01,,105.0,0.08
ATP,2026-01-12,115,Quentin Halys,29.1,1678.2,,106.0,1639.0,101.0,1645.8,81.0,1620.6,,1811.4,2023-04,,85.0,0.3
ATP,2026-01-12,116,Nishesh Basavareddy,20.6,1677.2,,98.0,1654.6,240.0,1471.1,169.0,1522.0,,1856.6,2025-01,,239.0,-0.72
ATP,2026-01-12,117,Vit Kopriva,28.5,1676.8,,124.0,1618.1,95.0,1658.1,120.0,1571.9,,1760.5,2025-05,,100.0,0.16
ATP,2026-01-12,118,Christopher Oconnell,31.5,1673.8,,91.0,1665.5,128.0,1611.5,146.0,1541.0,,1814.1,2025-03,,118.0,0.0
ATP,2026-01-12,119,Dalibor Svrcina,23.0,1673.2,,99.0,1647.0,146.0,1589.5,185.0,1505.6,,1712.9,2025-04,,93.0,0.25
ATP,2026-01-12,120,Roberto Carballes Baena,32.7,1673.0,,115.0,1624.6,97.0,1653.6,164.0,1526.3,,1788.1,2024-07,,147.0,-0.2
ATP,2026-01-12,121,Lloyd Harris,28.8,1672.9,,118.0,1623.8,156.0,1569.8,72.0,1633.4,,1896.0,2021-10,,221.0,-0.6
ATP,2026-01-12,122,Jerome Kym,22.6,1671.1,,101.0,1644.4,136.0,1601.0,178.0,1513.2,,1738.0,2024-10,,186.0,-0.42
ATP,2026-01-12,123,Juan Manuel Cerundolo,24.0,1669.1,,151.0,1578.0,87.0,1673.2,253.0,1451.9,,1774.8,2021-10,,83.0,0.39
ATP,2026-01-12,124,Sebastian Ofner,29.6,1668.5,,152.0,1576.8,88.0,1672.7,84.0,1612.9,,1812.7,2024-01,,131.0,-0.05
ATP,2026-01-12,125,Alexander Shevchenko,25.1,1666.0,,131.0,1610.5,108.0,1637.4,218.0,1475.8,,1792.0,2024-02,,104.0,0.18
ATP,2026-01-12,126,Arthur Fery,23.3,1665.4,,114.0,1625.4,267.0,1442.7,198.0,1491.1,,1715.7,2025-10,,185.0,-0.38
ATP,2026-01-12,127,Bu Yunchaokete,23.9,1659.7,,123.0,1618.3,140.0,1596.6,224.0,1472.1,,1834.9,2024-09,,120.0,0.06
ATP,2026-01-12,128,Giulio Zeppieri,23.9,1659.5,,111.0,1629.8,147.0,1589.1,99.0,1597.7,,1691.2,2022-07,,156.0,-0.2
ATP,2026-01-12,129,Richard Gasquet,38.9,1659.2,,125.0,1617.4,119.0,1617.5,94.0,1600.5,,2059.5,2016-05,,319.0,-0.91
ATP,2026-01-12,130,Guy Den Ouden,23.4,1657.4,,353.0,1368.3,94.0,1659.8,200.0,1489.1,,1722.8,2025-08,,160.0,-0.21
ATP,2026-01-12,131,Mattia Bellucci,24.5,1656.8,,128.0,1615.0,175.0,1541.5,92.0,1602.6,,1814.3,2024-10,,76.0,0.54
ATP,2026-01-12,132,Tomas Barrios Vera,28.0,1655.4,,171.0,1550.8,106.0,1639.6,100.0,1595.8,,1710.3,2023-07,,107.0,0.21
ATP,2026-01-12,133,Zsombor Piros,26.2,1654.9,,148.0,1586.1,110.0,1637.0,139.0,1549.4,,1731.0,2023-04,,170.0,-0.25
ATP,2026-01-12,134,Emilio Nava,24.0,1654.4,,137.0,1596.4,133.0,1605.4,136.0,1550.9,,1738.2,2025-09,,88.0,0.42
ATP,2026-01-12,135,James Duckworth,33.9,1654.3,,122.0,1619.9,176.0,1539.9,119.0,1574.0,,1785.9,2021-11,,86.0,0.45
ATP,2026-01-12,136,Nicolai Budkov Kjaer,19.3,1653.4,,119.0,1623.2,139.0,1597.2,163.0,1526.5,,1749.3,2025-10,,135.0,0.01
ATP,2026-01-12,137,Sho Shimabukuro,28.4,1652.4,,126.0,1615.6,201.0,1518.1,106.0,1589.3,,1692.5,2023-09,,144.0,-0.05
ATP,2026-01-12,138,Rinky Hijikata,24.8,1650.7,,129.0,1613.3,228.0,1482.9,108.0,1585.7,,1744.9,2025-01,,115.0,0.18
ATP,2026-01-12,139,Kyrian Jacquet,24.6,1649.7,,116.0,1624.6,170.0,1548.6,140.0,1547.7,,1735.1,2025-02,,128.0,0.08
ATP,2026-01-12,140,Alex Molcan,27.9,1649.7,,130.0,1611.1,115.0,1620.4,123.0,1569.5,,1872.5,2022-07,,205.0,-0.38
ATP,2026-01-12,141,Jason Kubler,32.5,1649.2,,138.0,1596.2,143.0,1595.6,57.0,1661.7,,1790.0,2022-07,,192.0,-0.31
ATP,2026-01-12,142,Gilles Arnaud Bailly,20.0,1648.5,,133.0,1604.5,159.0,1567.2,118.0,1574.2,,1656.4,2025-10,,207.0,-0.38
ATP,2026-01-12,143,Dusan Lajovic,35.5,1648.3,,162.0,1567.4,103.0,1644.7,187.0,1501.7,,1854.6,2018-10,,125.0,0.13
ATP,2026-01-12,144,Aleksandar Kovacevic,27.3,1646.1,,120.0,1622.3,212.0,1504.2,191.0,1499.0,,1758.8,2024-04,,54.0,0.98
ATP,2026-01-12,145,Andrea Vavassori,30.3,1644.8,,132.0,1606.1,117.0,1619.1,175.0,1516.4,,1734.8,2023-04,,336.0,-0.84
ATP,2026-01-12,146,Toby Samuel,23.3,1644.1,,121.0,1622.3,276.0,1432.0,165.0,1526.0,,1684.5,2026-01,,248.0,-0.53
ATP,2026-01-12,147,Nicolas Moreno De Alboran,28.4,1641.9,,127.0,1615.4,153.0,1577.8,167.0,1524.3,,1687.7,2024-11,,633.0,-1.46
ATP,2026-01-12,148,Luka Mikrut,21.5,1641.3,,255.0,1466.1,96.0,1657.8,170.0,1520.6,,1735.4,2025-10,,163.0,-0.1
ATP,2026-01-12,149,Jan Choinski,29.4,1641.1,,205.0,1512.6,104.0,1643.9,282.0,1436.5,,1669.3,2025-11,,124.0,0.18
ATP,2026-01-12,150,Mark Lajal,22.6,1639.6,,135.0,1598.9,204.0,1515.1,88.0,1607.4,,1685.3,2025-07,,153.0,-0.02
ATP,2026-01-12,151,Filip Misolic,24.4,1638.5,,203.0,1514.5,80.0,1689.5,129.0,1556.9,,1829.4,2025-07,,82.0,0.61
ATP,2026-01-12,152,Pedro Martinez,28.6,1636.4,,139.0,1595.0,118.0,1617.9,212.0,1479.6,,1844.3,2022-04,,71.0,0.76
ATP,2026-01-12,153,Aslan Karatsev,31.9,1633.5,,141.0,1593.3,112.0,1631.9,193.0,1497.5,,1964.6,2021-05,,672.0,-1.48
ATP,2026-01-12,154,Michael Mmoh,27.9,1631.4,,134.0,1600.8,195.0,1525.6,155.0,1532.5,,1762.3,2017-02,,228.0,-0.39
ATP,2026-01-12,155,Vilius Gaubas,20.8,1628.8,,222.0,1498.1,131.0,1608.1,135.0,1553.1,,1718.5,2025-05,,129.0,0.18
ATP,2026-01-12,156,Chris Rodesch,24.4,1628.2,,161.0,1567.7,148.0,1586.2,109.0,1583.9,,1650.4,2026-01,,208.0,-0.29
ATP,2026-01-12,157,Martin Landaluce,19.9,1627.8,,140.0,1594.8,197.0,1522.2,85.0,1612.2,,1741.8,2024-10,,149.0,0.05
ATP,2026-01-12,158,Luca Nardi,22.4,1627.7,,143.0,1592.8,149.0,1586.0,256.0,1450.0,,1724.6,2024-04,,108.0,0.38
ATP,2026-01-12,159,Yosuke Watanuki,27.5,1627.5,,145.0,1590.9,145.0,1590.6,112.0,1580.7,,1798.2,2023-05,,162.0,-0.02
ATP,2026-01-12,160,Harold Mayot,23.9,1627.3,,144.0,1591.3,138.0,1597.7,161.0,1527.8,,1701.9,2024-06,,159.0,0.01
ATP,2026-01-12,161,Carlos Taberner,28.2,1625.8,,266.0,1458.4,127.0,1612.4,271.0,1441.1,,1725.0,2021-10,,98.0,0.5
ATP,2026-01-12,162,Francesco Passaro,24.8,1623.1,,156.0,1574.6,125.0,1613.0,234.0,1467.9,,1779.0,2022-08,,140.0,0.15
ATP,2026-01-12,163,Fabio Fognini,38.1,1622.9,,160.0,1568.7,116.0,1620.0,133.0,1554.3,,2003.8,2014-04,,,
ATP,2026-01-12,164,Daniel Evans,35.2,1621.1,,149.0,1584.6,183.0,1532.8,86.0,1608.4,,1902.5,2021-04,,187.0,-0.13
ATP,2026-01-12,165,Marco Trungelliti,35.7,1621.1,,214.0,1504.6,114.0,1627.6,215.0,1478.4,,1693.1,2018-07,,130.0,0.24
ATP,2026-01-12,166,Adolfo Daniel Vallejo,21.5,1620.0,,303.0,1415.2,122.0,1614.8,128.0,1560.0,,1620.0,2025-11,,146.0,0.13
ATP,2026-01-12,167,Alex Bolt,32.8,1615.8,,158.0,1569.6,345.0,1372.9,103.0,1593.3,,1688.9,2019-03,,171.0,-0.02
