place,player,player_key,league,movement,country,points
870,Naci Turker Mert,11692,ATP,up,Turkey,25
871,Nicolas Jadoun,52645,ATP,down,France,25
872,Savriyan Danilov,9567,ATP,up,World,24
873,Moise Kouame,68751,ATP,up,France,24
874,Enzo Wallart,9136,ATP,down,USA,24
875,Tomas Luis,15442,ATP,up,Portugal,24
876,Kasra Rahmani,73847,ATP,up,Iran,24
877,Michel Hopp,912,ATP,down,Germany,24
878,Sebastian Osorio Juan,13923,ATP,up,Colombia,24
879,Chirag Duhan,18730,ATP,up,India,24
880,Amit Vales,35790,ATP,down,Israel,24
881,Daniel De Jonge,7498,ATP,up,Netherlands,24
882,Evan Bynoe,22446,ATP,up,USA,24
883,Matt Kuhar,1247,ATP,down,USA,24
884,Alexandre Aubriot,14024,ATP,up,France,24
885,Pablo Masjuan Ginel,38046,ATP,same,Spain,23
886,Peter Makk,15664,ATP,up,Hungary,23
887,Petros Tsitsipas,1872,ATP,same,Greece,23
888,Jakub Filip,57536,ATP,same,Czech Republic,23
889,Fernando Cavallo,34714,ATP,same,Argentina,23
890,Couto Loureiro Joao Victor,9229,ATP,up,Brazil,23
891,Benjamin Torrealba,10319,ATP,up,Chile,23
892,Samuel Heredia,66890,ATP,down,Colombia,23
893,Andrea Fiorentini,40088,ATP,up,Italy,23
894,Jesse Delaney,14306,ATP,up,Australia,23
895,Inchauspe Paul,17436,ATP,up,France,22
896,Matthew Forbes,58222,ATP,down,USA,22
897,Luca Tanner Gian,13127,ATP,up,Switzerland,22
898,Steven Diez,1975,ATP,up,Canada,22
899,Jack Anthrop,9212,ATP,up,USA,22
900,Filip Pieczonka,15221,ATP,up,Poland,22
901,Yaojie Zeng,14021,ATP,up,China,22
902,Ryotaro Taguchi,38831,ATP,up,Japan,22
903,Anas Mazdrashki,63409,ATP,up,Bulgaria,22
904,Thanapet Chanta,10126,ATP,up,Thailand,22
905,Kristjan Tamm,785,ATP,up,Estonia,22
906,Pietro Marino,13087,ATP,up,Italy,22
907,Zoran Ludoski,56233,ATP,up,Serbia,21
908,David Pichler,927,ATP,up,Austria,21
909,Gianluca Mager,1757,ATP,up,Italy,21
910,Aleksa Ciric,60100,ATP,down,Serbia,21
911,Rudy Quan,39199,ATP,up,USA,21
912,Lorenzo Bocchi,682,ATP,down,Italy,21
913,Carles Hernandez,12954,ATP,up,Spain,21
914,Jumpei Yamasaki,5515,ATP,up,Japan,21
915,Marcus Walters,7014,ATP,up,United Kingdom,21
916,Tomas Farjat,9600,ATP,up,Argentina,21
917,Thomas Braithwaite,38299,ATP,up,Australia,21
918,Finn Murgett,8169,ATP,up,United Kingdom,21
919,Axel Nefve,8129,ATP,down,USA,21
920,Ignacio Parisca,52679,ATP,up,Venezuela,21
921,Gijs Brouwer,581,ATP,up,Netherlands,20
922,Georgi Georgiev,73247,ATP,up,Bulgaria,20
923,Pavel Lagutin,80068,ATP,up,World,20
924,Leonardo Aboian,688,ATP,up,Argentina,20
925,Maximo Zeitune,66326,ATP,up,Argentina,20
926,Simeon Stankovic,69974,ATP,up,Serbia,20
927,Evgeny Philippov,670,ATP,up,World,20
928,Qian Sun,40127,ATP,up,China,20
929,Hayden Jones,10219,ATP,down,Australia,20
930,Jeremy Gschwendtner,60151,ATP,same,United Kingdom,20
931,Michael Zhu,7126,ATP,up,USA,20
932,Calvin Mueller,90155,ATP,same,Germany,19
933,Arklon Huertas Del Pino Cordova,2188,ATP,same,Peru,19
934,Luca Pow,53787,ATP,same,United Kingdom,19
935,Marc Van Der Merwe,69706,ATP,same,South Africa,19
936,Matthew Hulme,37943,ATP,same,Australia,19
937,Moon Lee Jea,4334,ATP,same,South Korea,19
938,Rafael Izquierdo Luque,57566,ATP,down,Spain,19
939,Bekkhan Atlangeriev,757,ATP,down,World,19
940,Marcello Serafini,971,ATP,down,Italy,19
941,John Hallquist Lithen,53232,ATP,down,Sweden,19
942,Sam Ryan Ziegann,25015,ATP,down,Australia,19
943,Nicolas Villalon,39931,ATP,down,Chile,19
944,Pavlos Tsitsipas,61071,ATP,down,Greece,19
945,Derek Pham,878,ATP,down,Australia,18
946,Taym Al Azmeh,38100,ATP,down,Syria,18
947,Spencer Johnson,2851,ATP,down,USA,18
948,Mateo Barreiros Reyes,10467,ATP,down,Brazil,18
949,Ryo Tabata,63487,ATP,down,Japan,18
950,Lorenzo Lingua Lavallen Alejo,9594,ATP,down,Argentina,18
951,Ivan Ivanov,57825,ATP,up,Bulgaria,18
952,Romeo Scomparin Pietro,13196,ATP,down,Italy,18
953,Isaac Becroft,2467,ATP,down,New Zealand,18
954,Karlis Ozolins,13125,ATP,down,Latvia,18
955,Salvador Price,59410,ATP,down,Colombia,18
956,Kiranpal Pannu,3225,ATP,same,New Zealand,18
957,Peter Buldorini,10866,ATP,up,Ireland,18
958,Younes Lalami Laaroussi,38043,ATP,up,Morocco,18
959,Justin Schlageter,60968,ATP,up,Germany,18
960,Lucas Marionneau,66957,ATP,up,France,18
961,Maximilian Homberg,21176,ATP,up,Germany,18
962,Thomas George Benjamin,55610,ATP,down,Canada,18
963,Alejandro Juan Mano,52069,ATP,up,Spain,18
964,Razvan Marinescu Mihai,40066,ATP,up,Romania,18
965,Grigoriy Lomakin,1869,ATP,up,Kazakhstan,18
966,Johannes Ingildsen,2502,ATP,up,Denmark,17
967,Ryan Colby,37857,ATP,down,USA,17
968,Gabriel Debru,398,ATP,up,France,17
969,Qing Xu Kuang,60967,ATP,up,China,17
970,Andrew Delgado,12563,ATP,up,USA,17
971,Tiago Cacao,1327,ATP,up,Portugal,17
972,Dominique Rolland,55112,ATP,up,USA,17
973,Stijn Paardekooper,56578,ATP,up,Netherlands,17
974,Pepijn Bastiaansen,56577,ATP,up,Netherlands,17
975,Louis Dussin,4259,ATP,up,France,17
976,Thantub Suksumrarn,25740,ATP,up,Thailand,17
977,Maxim Shin,37966,ATP,down,Uzbekistan,17
978,Mikael Arseneault,75350,ATP,down,Canada,17
979,Brian Bozemoj,32507,ATP,up,Netherlands,17
980,Gregor Ramskogler,38038,ATP,up,Austria,17
981,Finn Bass,6503,ATP,up,United Kingdom,17
982,Lorenzo Angelini,15916,ATP,down,Italy,17
983,Diego Fernandez Flores,976,ATP,up,Chile,17
984,Giannicola Misasi,21354,ATP,up,Italy,17
985,Vignesh Gogineni,86747,ATP,down,USA,16
986,Alexander Vasilev,52072,ATP,up,Bulgaria,16
987,Orlando Luz,4053,ATP,up,Brazil,16
988,Sebastian Gomez Juan,712,ATP,down,Colombia,16
989,Keegan Rice,38846,ATP,down,Canada,16
990,Dominik Recek,7497,ATP,up,Czech Republic,16
991,David Poljak,895,ATP,down,Czech Republic,16
992,Enzo Kohlmann,63483,ATP,up,Brazil,16
993,Lucca Helguera Casado,17991,ATP,down,Spain,16
994,Teodor Pieleanu Rares,67687,ATP,up,Romania,16
995,Ruslan Tiukaev,38321,ATP,down,World,16
996,Matteo Covato,57685,ATP,down,Italy,16
997,Benjamin Lock,807,ATP,up,Zimbabwe,15
998,Oscar Otte,1100,ATP,up,Germany,15
999,Simon Reveniau,38027,ATP,up,France,15
1000,Elijah Strode,37976,ATP,up,USA,15
1001,Gergely Madarasz,834,ATP,up,Hungary,15
1002,Louis Larue,74727,ATP,up,France,15
1003,Chan-Yeong Oh,53004,ATP,up,South Korea,15
1004,Tymur Bieldiugin,53288,ATP,up,Ukraine,15
1005,Koray Kirci,1244,ATP,up,Turkey,15
1006,Jesse Flores,725,ATP,up,Costa Rica,15
1007,Andrin Casanova,31668,ATP,up,Switzerland,15
1008,Elgin Khoeblal,39929,ATP,up,Netherlands,15
1009,Vincent Marysko,54889,ATP,up,Germany,15
1010,Jasza Szajrych,654,ATP,up,Poland,15
1011,Romain Faucon,2222,ATP,down,Belgium,15
1012,Yaroslav Demin,7395,ATP,up,World,15
1013,Lorenzo Lorusso,38060,ATP,up,Italy,15
1014,Pengyu Lu,55489,ATP,up,China,15
1015,Karim Ibrahim,675,ATP,down,Egypt,15
1016,Hugo Pierre,13253,ATP,up,France,15
1017,Izan Almazan Valiente,57826,ATP,up,Spain,15
1018,Stefano D'Agostino,29714,ATP,up,Italy,15
1019,Nicolas Bruna,9689,ATP,up,Chile,15
1020,Nathan Ponwith,7181,ATP,up,USA,15
1021,Duarte Vale,6502,ATP,up,Portugal,14
1022,Dylan Dietrich,10865,ATP,up,Switzerland,14
1023,Jangjun Kim,37932,ATP,down,South Korea,14
1024,Lorenzo Gagliardo,10021,ATP,up,Argentina,14
1025,Kriish Tyagi,40363,ATP,up,India,14
1026,Yunseong Chung,2925,ATP,up,South Korea,14
1027,Thomas Deschamps,9964,ATP,up,France,14
1027,Markus Malaszszak,56784,ATP,up,Germany,14
1027,Oskari Paldanius,61173,ATP,up,Finland,14
1030,Benjamin Winter Lopez,977,ATP,up,Spain,14
1031,Julian Cundom,37945,ATP,up,Argentina,14
1032,Ivan Nedelko,766,ATP,up,World,14
1033,Siddharth Vishwakarma,9957,ATP,up,India,14
1034,Ishaque Eqbal,805,ATP,up,India,14
1035,Ali Habib,947,ATP,down,United Kingdom,14
1036,Tomas Martinez,58881,ATP,up,Argentina,14
1037,Nikola Basic,39050,ATP,up,Croatia,14
1038,Ezequiel Monferrer,9378,ATP,down,Argentina,14
1039,Daniele Rapagnetta,57079,ATP,up,Italy,14
1040,Tomohiro Masabayashi,14348,ATP,up,Japan,14
1041,Matias Ponce de Leon Gomila,13797,ATP,down,Spain,13
1042,Antoine Cornut-Chauvinc,6750,ATP,up,France,13
1043,Jason Jung,390,ATP,up,Taiwan,13
1044,Ju Kim Dong,10296,ATP,up,South Korea,13
1045,Luca Wiedenmann,38169,ATP,up,Germany,13
1046,Marko Miladinovic,8931,ATP,up,Serbia,13
1047,Jack Kennedy,68750,ATP,up,USA,13
1048,Tom Zeuch,82368,ATP,up,Germany,13
1049,Enzo Aguiard,15290,ATP,up,Australia,13
1050,Sebastian Dominko,2221,ATP,up,Slovenia,13
1051,Nick Chappell,1255,ATP,up,USA,13
1052,Samuel Vincent Ruggeri,965,ATP,up,Italy,13
1053,Alberto Bronzetti,56232,ATP,up,Italy,13
1054,Lasse Poertner,57545,ATP,up,Germany,13
1055,Benjamin Pietri,6857,ATP,down,France,13
1056,Digvijaypratap Singh,7098,ATP,up,India,13
1057,Marco Ortenzi Gian,1182,ATP,up,Italy,13
1058,Fermin Tenti,684,ATP,up,Argentina,13
1059,Mika Lipp,9228,ATP,up,Germany,13
1059,Ricardo Rodriguez,3702,ATP,up,Venezuela,13
1061,Billy Suarez,75982,ATP,up,USA,13
1062,Louis Tessa,8769,ATP,up,France,13
1063,Jacopo Bilardo,40192,ATP,same,Italy,13
1064,Matthias Ujvary,38072,ATP,down,Austria,13
1065,Nicolas Ifi,61403,ATP,up,Belgium,13
1066,Maria Noce Gabriele,679,ATP,up,Italy,13
1067,Diogo Marques,15387,ATP,up,Portugal,13
1068,Leyton Rivera,20776,ATP,up,Norway,13
1069,Nikola Milojevic,1745,ATP,up,Serbia,12
1070,Zhe Li,,ATP,up,China,12
1071,Devin Badenhorst,14373,ATP,up,South Africa,12
1072,Benito Sanchez Martinez,14025,ATP,down,Germany,12
1073,Filippo Speziali,2248,ATP,up,Italy,12
1074,Jamie Mackenzie,78985,ATP,up,Germany,12
1075,Niels McDonald,73846,ATP,up,Germany,12
1076,Adam Jilly,58390,ATP,down,Hungary,12
1077,Martin Borisiouk,1937,ATP,up,World,12
1078,Vlado Jankanj,67917,ATP,up,Serbia,12
1079,Alexander Kotzen,17373,ATP,up,USA,12
1080,Gabriel Papoe Cezar,67686,ATP,up,Romania,12
1081,Kacper Szymkowiak,67375,ATP,up,Poland,12
1082,Alen Mujakic,10228,ATP,up,Germany,12
1083,Pablo Paz Juan,1325,ATP,up,Argentina,12
1084,Thando Longwe-Smit,63094,ATP,up,South Africa,12
1085,Manish Sureshkumar,1334,ATP,down,India,12
1086,Rafael De Alba,72766,ATP,down,Mexico,12
1087,Mathieu Scaglia,1278,ATP,up,France,12
1088,Noel Larwig,13460,ATP,up,Germany,12
1089,Nicolas Parizzia,8917,ATP,up,Switzerland,12
1090,Pieter De Lange,71108,ATP,up,Netherlands,12
1091,Ronald Hohmann,3716,ATP,up,USA,12
1091,Hanyi Liu,,ATP,up,China,12
1093,Alan Bojarski,15216,ATP,down,Poland,12
1094,Luis Pinter Piet,67777,ATP,up,Austria,12
1095,Andreas Timini,62413,ATP,up,Cyprus,12
1096,Stefan Vujic,12706,ATP,up,Australia,12
1097,Dao Chen Xing,54657,ATP,up,China,12
1098,Sungbeen Sim,73127,ATP,up,South Korea,12
1099,Niccolo Ciavarella,10879,ATP,up,Italy,12
1100,Bautista Otegui Juan,9604,ATP,up,Argentina,12
1101,Boris Butulija,1281,ATP,up,Serbia,12
1102,Zsombor Velcz,13018,ATP,up,Hungary,11
1103,Oskar Poulsen Brostrom,40129,ATP,down,Denmark,11
1104,Christopher Li,40225,ATP,down,Peru,11
1105,Connor Thomson,55376,ATP,down,United Kingdom,11
1106,Karl Friberg,759,ATP,up,Sweden,11
1107,Natan Rodrigues,15771,ATP,up,Brazil,11
1108,Sebastian Fanselow,571,ATP,up,Germany,11
1109,Oscar Moraing,2211,ATP,up,Germany,11
1110,Chen Dong,29450,ATP,up,Australia,11
1111,Antoine Berger,39180,ATP,up,France,11
1111,Leonardo Malgaroli,15252,ATP,up,Italy,11
1113,Nicolas Zanellato,14273,ATP,down,Brazil,11
1114,Nikolai Barsukov,71308,ATP,up,Germany,11
1115,Amir Omarkhanov,63488,ATP,up,Kazakhstan,11
1116,Denis Petak,30785,ATP,up,Czech Republic,11
1117,Tyler Stice,54312,ATP,up,USA,11
1118,Franco Ribero,8144,ATP,up,Argentina,11
1119,Valentin Basel,10020,ATP,up,Argentina,11
1120,Brandon Perez,,ATP,up,Venezuela,11
1121,Toby Martin,2517,ATP,up,United Kingdom,11
1122,Nazim Makhlouf,8655,ATP,up,Algeria,11
1123,Daniil Sarksian,40236,ATP,up,World,11
1124,Ozan Baris,32559,ATP,down,USA,10
1124,Stian Klaassen,54520,ATP,up,Netherlands,10
1126,Rohan Murali,10858,ATP,up,USA,10
1127,Theodore Dean,85191,ATP,up,USA,10
1128,Ernesto Escobedo,402,ATP,up,Mexico,10
1129,Ege Sik Mustafa,80801,ATP,up,Turkey,10
1129,Cooper Woestendick,67327,ATP,up,USA,10
1131,Cleeve Harper,5771,ATP,up,Canada,10
1132,Bastian Malla,3380,ATP,up,Chile,10
1133,Sasha Rozin,55609,ATP,up,Canada,10
1134,Daniel Paty,20214,ATP,up,Czech Republic,10
1135,Mario Martinez Serrano,68640,ATP,down,Spain,10
1136,James Van Herzeele,29461,ATP,up,Belgium,10
1137,Nino Serdarusic,417,ATP,up,Croatia,10
1138,Andrea Meduri,66628,ATP,up,Italy,10
1138,Oliver Okonkwo,40080,ATP,up,United Kingdom,10
1140,Martin Sabas,59647,ATP,up,France,10
1141,Jack Loutit,10844,ATP,up,New Zealand,10
1141,Ramkumar Ramanathan,381,ATP,up,India,10
1143,Ryota Tanuma,8742,ATP,up,Japan,10
1144,Edison Ambarzumjan,38076,ATP,up,Germany,10
1145,Sebastian Prechtel,856,ATP,up,Germany,10
1146,Vishnu Vardhan,4686,ATP,up,India,10
1147,Charlie Camus,10841,ATP,up,France,10
1148,Charlie Robertson,51278,ATP,up,United Kingdom,10
1149,Yuto Oki,61207,ATP,up,Japan,10
1150,Marc Majdandzic,52681,ATP,up,Germany,10
1151,Ivan Gretskiy,76308,ATP,up,World,10
1151,Phillip Jordan,38263,ATP,up,USA,10
1153,Markus Molder,55148,ATP,up,Estonia,10
1154,Yannik Kelm,55032,ATP,up,Germany,10
1155,Vitor Goncalves Ceolin Joao,20846,ATP,up,Brazil,10
1155,Maxence Rivet,51078,ATP,up,France,10
1157,Yuquan Jin,11701,ATP,up,China,10
1158,Zura Tkemaladze,702,ATP,up,Georgia,10
1159,Samuele Seghetti,56184,ATP,up,Italy,10
1160,Noah Perfetti,13591,ATP,up,Italy,10
1161,Noah Thurner,25804,ATP,up,Germany,10
1162,Joshua Lapadat,37924,ATP,up,Canada,9
1163,Ziga Sesko,69093,ATP,up,Slovenia,9
1164,Leonardo Primucci,75588,ATP,up,Italy,9
1165,Alexander Bernard,1250,ATP,up,USA,9
1166,Shu Matsuoka,68361,ATP,up,Japan,9
1166,Noah Zamora,53791,ATP,down,USA,9
1168,Taketo Takamisawa,18731,ATP,up,Japan,9
1169,Joshua Peck,9190,ATP,up,Canada,9
1170,Orel Kimhi,629,ATP,up,Israel,9
1171,Dimitris Azoidis,22255,ATP,up,Greece,9
1171,Robert Guna,73138,ATP,up,Romania,9
1173,Martyn Pawelski,14023,ATP,up,Poland,9
1174,Kuzey Cekirge,973,ATP,up,Turkey,9
1175,Federico Aguilar Cardozo,38833,ATP,up,Uruguay,9
1176,Ivan Denisov,776,ATP,up,World,9
1177,Aldin Setkic,1204,ATP,up,Bosnia and Herzegovina,9
1178,Arthur Bonnaud,28511,ATP,up,France,9
1179,Mateo Del Pino,14275,ATP,down,Argentina,9
1179,Viktor Frydrych,28613,ATP,up,United Kingdom,9
1181,Charles Bertimon,62793,ATP,up,France,9
1182,Jan Kupcic,25272,ATP,up,Slovenia,9
1183,Daniel Salazar,40212,ATP,down,Colombia,9
1184,Kumar Sinha Nitin,18088,ATP,up,India,9
1185,Maximilian Figl,40081,ATP,up,Italy,9
1186,Yuta Tomida,63403,ATP,up,Japan,9
1187,Keenan Mayo,5770,ATP,up,USA,8
1187,Ilgiz Valiev,22252,ATP,up,World,8
1189,Felipe Miguel Luis,23302,ATP,up,Brazil,8
1190,Thijs Boogaard,52704,ATP,up,Netherlands,8
1191,Alexander Stater,53310,ATP,up,USA,8
1192,Daniel Cukierman,634,ATP,up,Israel,8
1193,Vito Tonejc,38166,ATP,up,Croatia,8
1194,Hyun Choo Suk,,ATP,up,South Korea,8
1195,Savva Polukhin,13695,ATP,up,World,8
1196,Mathis Bondaz,87791,ATP,up,France,8
1196,Mark Whitehouse,738,ATP,up,United Kingdom,8
1198,Simon Beaupain,2470,ATP,up,Belgium,8
1198,Jiri Vesely,2673,ATP,up,Czech Republic,8
1198,Benjamin Willwerth,73862,ATP,up,USA,8
1201,Tiago Silva,12970,ATP,up,Portugal,8
1202,Darian King,2926,ATP,up,Barbados,8
1202,Deney Wassermann,661,ATP,up,Netherlands,8
1204,Elliot Benchetrit,1879,ATP,up,Morocco,8
1205,Antoine Faut Pierre,68749,ATP,up,France,8
1206,Woo Cho Seung,83534,ATP,up,South Korea,8
1207,Matthew Thomson,69528,ATP,up,USA,8
1208,Herman Hoeyeraal,70317,ATP,up,Norway,8
1209,Pranav Kumar,38138,ATP,up,USA,8
1210,Lorenzo Beraldo,71812,ATP,up,Italy,8
1211,Andres Fernandez Canovas,40036,ATP,up,Spain,8
1212,Valentin Lapalu,13092,ATP,up,France,8
1213,Anton Shepp,56171,ATP,up,New Zealand,8
1214,Volodymyr Iakubenko,60816,ATP,down,Ukraine,8
1215,Lorenzo Comino,80521,ATP,down,Italy,8
1216,Enzo Camargo Lima,57479,ATP,up,Brazil,8
1217,Aaron Funk,57709,ATP,up,Germany,8
1218,Gabriele Bosio,750,ATP,up,Italy,8
1218,Ioannis Kountourakis,732,ATP,up,Greece,8
1220,Faleh Alhogbani Anmar,31252,ATP,up,Saudi Arabia,8
1220,Andrea de Marchi,63398,ATP,up,Italy,8
1220,Benjamin Hannestad,10142,ATP,up,Denmark,8
1223,Reece Falck,15085,ATP,down,New Zealand,8
1224,Aleksander Chayka,59293,ATP,up,World,8
1225,Sergi Fita Juan,75358,ATP,up,Spain,8
1226,Joao Graca,70350,ATP,up,Portugal,8
1227,Saveliy Ivanov,38317,ATP,up,World,8
1228,Preston Brown,1232,ATP,up,USA,8
1229,Cosme Rolland de Ravel,54824,ATP,up,France,7
1230,Niels Ratiu,69814,ATP,up,Belgium,7
1231,Alexander Chang,16432,ATP,up,USA,7
1232,Keaton Hance,15332,ATP,down,USA,7
1233,Liam Branger,39079,ATP,up,France,7
1234,Tudor Batin,58949,ATP,up,Romania,7
1235,Noah Johnston,68734,ATP,down,USA,7
1236,Rodrigo Fernandes,15402,ATP,up,Portugal,7
1237,Romain Gales,13250,ATP,up,France,7
1237,Nicholas Godsick,9375,ATP,up,USA,7
1239,Stefan Latinovic,54682,ATP,up,Serbia,7
1240,Joao Domingues,561,ATP,up,Portugal,7
1240,Hazem Naw,1337,ATP,up,Syria,7
1242,Fnu Nidunjianzan,22428,ATP,up,China,7
1243,Jun Kim Geun,25650,ATP,up,South Korea,7
1244,William Jansen,37890,ATP,up,United Kingdom,7
1245,Pawel Juszczak,1190,ATP,up,Poland,7
1246,Bogdan Pavel,15838,ATP,up,Romania,7
1247,Szymon Kielan,9659,ATP,up,Poland,7
1248,Daniel Bagnolini,858,ATP,up,Italy,7
1248,Andreja Petrovic,,ATP,up,Norway,7
1250,Gage Brymer,794,ATP,up,USA,7
1251,Constantin Spiridon Denis,25278,ATP,down,Italy,7
1252,George Lazarov,21806,ATP,up,Bulgaria,7
1253,Christian Djonov,78854,ATP,up,Germany,7
1254,Filippo Alberti,64840,ATP,up,Italy,7
1255,David Eichenseher,57708,ATP,up,Germany,7
1256,Pelle Hartenstein Jonas,38133,ATP,up,Germany,7
1257,Marcel Kamrowski,15215,ATP,up,Poland,7
1258,Oskar Grzegorzewski,53731,ATP,up,Poland,7
1258,Amador Salazar,19802,ATP,up,Chile,7
1260,Liam Krall,25008,ATP,up,USA,7
1261,Jonas Kucera,72210,ATP,up,Czech Republic,7
1262,Pablo Trochu,38049,ATP,up,France,7
1263,Fadi Bidan,58948,ATP,up,Lebanon,7
1263,Mateo Castaneda,23581,ATP,up,Colombia,7
1265,Jefferson Wendler Filho,57793,ATP,down,Brazil,7
1266,Ethan Cook,33138,ATP,up,Australia,7
1267,Matas Vasiliauskas,869,ATP,up,Lithuania,7
1268,Sydney Zick,73132,ATP,up,Germany,7
1269,Leonardo Cattaneo,73645,ATP,up,Italy,7
1270,Lucca Pinto,13924,ATP,down,Brazil,7
1271,Charles Chen,,ATP,up,China,7
1272,Nico Hipfl,69921,ATP,up,Austria,7
1273,Yuichiro Inui,13090,ATP,up,Japan,7
1274,Nikola Jovic,56794,ATP,up,Serbia,7
1275,Niklas Waldner,1298,ATP,up,Austria,7
1276,Gianluca Brunkow,55611,ATP,up,USA,6
1277,Max Dahlin,52070,ATP,up,Sweden,6
1277,Andrej Loncarevic,86674,ATP,up,France,6
1279,Bryce Nakashima,1249,ATP,up,USA,6
1280,Filip Gustafsson,51973,ATP,up,Sweden,6
1281,Khololwam Montsi,786,ATP,up,South Africa,6
1281,James Storrie Ryan,8035,ATP,up,United Kingdom,6
1281,Antoine Vincent,23250,ATP,up,France,6
1284,Michal Novansky,14022,ATP,up,Slovakia,6
1285,Patrick Schoen,38167,ATP,down,Switzerland,6
1286,Novak Novakovic,52644,ATP,up,Serbia,6
1287,Niklas Guttau,6023,ATP,up,Germany,6
1288,Maxime Cressy,2961,ATP,up,USA,6
1289,Nicaise Muamba,9880,ATP,up,Canada,6
1290,Edouard Villoslada,20215,ATP,up,France,6
1291,Kane Bonsach Ganley,50204,ATP,up,Denmark,6
1292,Jackson Ross,67656,ATP,up,USA,6
1293,Vladan Tadic,831,ATP,up,Bosnia and Herzegovina,6
1294,Glib Sekachov,76826,ATP,up,Ukraine,6
1295,Sekou Bangoura,2921,ATP,up,USA,6
1295,Dmitry Bessonov,76705,ATP,up,World,6
1295,Lingxi Zhao,80929,ATP,up,China,6
1298,Yua Taka,52574,ATP,up,Japan,6
1299,Noah Lopez Cherubino,50291,ATP,up,Spain,6
1300,Antonio Becerra Otarola Ignacio,10318,ATP,up,Chile,6
1301,Junhyun Lee,38308,ATP,up,South Korea,6
1302,Aaron Gil Garcia,58548,ATP,up,Spain,6
1302,Aristarkh Safonov,14519,ATP,up,World,6
1304,Conor Gannon,69524,ATP,up,Ireland,6
1304,Hugo Remondy Pagotto Victor,65080,ATP,up,Brazil,6
1306,Alexandre Reco,12894,ATP,up,France,6
1307,Manvydas Balciunas,70648,ATP,up,Netherlands,6
1308,Radovan Michalik,15597,ATP,up,Slovakia,6
1308,Egor Pleshivtsev,62037,ATP,up,World,6
